SerialNumber;Result;DetailResult;StationID;TestName;TestDefinitionFile;TestVersion;TestDefinitionVersion;TestTime;SitesNumber;Date;Time;Serial1
10119638#G9638AB40250043;Pass;P;MI_PL_X99_IO_HUB;10116699_MI_PL_X99_IO_HUB;10116699_MI_PL_X99_IO_HUB;1.0.0;Default;109.337718;1;19.02.2026;7:49:40;10119638#G9638AB40250043

Status;TsId;TsName;SiteId;SiteSN;Expected/Regex;LowerLimit;UpperLimit;Value;Unit;Type;Skipped;PassFail;TestTime
Pass;147;C0809//C0810//C15//C0816//C208//C214//C220//C226//C236/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;148;C18//C900//C921//C904//C916//C917//C924//C901//C902//C903//C914//C915//C919//C923//C926/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;149;C24//C1519//C50//C56//C78//C201//C53//C54//C1502//C1527//C0802//C0818//C0819//C1//C3//C5//C9//C17//C42//C43//C44//C51//C52//C55//C57//C58//C77//C96//C100//C114//C115//C200//C202//C203//C205//C206//C2/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;150;C28//C29//C30//C105//C31/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;151;C33//C14/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;152;C35//C83//C94//C0801//C16//C49//C75//C207//C213//C219//C225//C235//C800//D32//D800_5/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;153;C46//C82//C7//C8//C19/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;154;C62//C61/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;155;C68//C67/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;156;C72//C73/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;157;C107//C109//C0806//C0807//C37//C2//C4//C48//C97//C209//C215//C221//C227//C237//C1200//D40//D49/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;158;C908//C909//C922//C905//C906//C907//C925/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;159;C1511//C91//C1506//C1507//C1512//C1514//C1516//C1508//C1513//C1515//C1517/DIS/DISCH;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;160;PinCheck;1;10119638#G9638AB40250043;;;;();;String;False;Pass;0
Pass;161;F0802/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;162;F1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;163;F3/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;164;F4/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;165;F6/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;166;F7/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;167;FR0804/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;168;FR1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;169;FR2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;170;FR3/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;171;FR4/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;172;FR5/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;173;FR6/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;174;FR7/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;175;FR8/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;176;FR9/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;177;FR10/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;178;FR11/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;179;FR12/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;180;FR13/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;181;FR14/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;182;FR15/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;183;FR200/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;184;FR1500/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;185;FR1501/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;186;FR1502/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;187;K1_3//D3/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;188;K2_3//D9/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;189;L0801_1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;190;L0801_2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;191;L0802_1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;192;L0802_2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;193;L1_1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;194;L1_2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;195;L2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;196;L3/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;197;L4_1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;198;L4_2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;199;L5_1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;200;L5_2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;201;L6_1/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;202;L6_2/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;203;L8/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;204;R0803/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;205;R0804/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;206;R7/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;207;R22/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;208;R25/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;209;R32/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;210;R41/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;211;R60/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;212;R67/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;213;R104//R109//R110//R111/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;214;R115/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;215;R132/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;216;R803/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;217;R804/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;218;R807/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;219;R903/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;220;R904/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;221;R1109/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;222;R1509/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;223;R1512/OPEN;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;224;Short test for all nets;1;10119638#G9638AB40250043;;;;;;String;False;Pass;0
Pass;225;D0801/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.8896484375;V;Double Float;False;Pass;0
Pass;226;D0802/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.88586425781;V;Double Float;False;Pass;0
Pass;227;D0807/F5mA;1;10119638#G9638AB40250043;0.250000;0.225000;0.275000;0.25439453125;V;Double Float;False;Pass;0
Pass;228;D0808/F5mA;1;10119638#G9638AB40250043;0.700000;0.630000;0.770000;0.703308105469;V;Double Float;False;Pass;0
Pass;229;D2_2/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.693969726562;V;Double Float;False;Pass;0
Pass;230;D6/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.90270996094;V;Double Float;False;Pass;0
Pass;231;D7/F5mA;1;10119638#G9638AB40250043;0.255000;0.204000;0.306000;0.257598876953;V;Double Float;False;Pass;0
Pass;232;D8/F5mA;1;10119638#G9638AB40250043;0.255000;0.204000;0.306000;0.258850097656;V;Double Float;False;Pass;0
Pass;233;D12/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.90588378906;V;Double Float;False;Pass;0
Pass;234;D13/F5mA;1;10119638#G9638AB40250043;0.705000;0.634500;0.775500;0.700500488281;V;Double Float;False;Pass;0
Pass;235;D14/F5mA;1;10119638#G9638AB40250043;0.705000;0.634500;0.775500;0.706481933594;V;Double Float;False;Pass;0
Pass;236;D15_1/F5mA;1;10119638#G9638AB40250043;0.390000;0.312000;0.468000;0.391906738281;V;Double Float;False;Pass;0
Pass;237;D18_2/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.694580078125;V;Double Float;False;Pass;0
Pass;238;D19/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.91589355469;V;Double Float;False;Pass;0
Pass;239;D20_1/F5mA;1;10119638#G9638AB40250043;0.780000;0.702000;0.858000;0.78857421875;V;Double Float;False;Pass;0
Pass;240;D20_2/F5mA;1;10119638#G9638AB40250043;0.860000;0.774000;0.946000;0.865417480469;V;Double Float;False;Pass;0
Pass;241;D20_3/F5mA;1;10119638#G9638AB40250043;0.760000;0.684000;0.836000;0.764221191406;V;Double Float;False;Pass;0
Pass;242;D20_4/F5mA;1;10119638#G9638AB40250043;0.870000;0.783000;0.957000;0.873229980469;V;Double Float;False;Pass;0
Pass;243;D20_5/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.695495605469;V;Double Float;False;Pass;0
Pass;244;D22//D24_2/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.693664550781;V;Double Float;False;Pass;0
Pass;245;D23//D39_2/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.693054199219;V;Double Float;False;Pass;0
Pass;246;D25/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.91796875;V;Double Float;False;Pass;0
Pass;247;D26_1/F5mA;1;10119638#G9638AB40250043;0.780000;0.702000;0.858000;0.787109375;V;Double Float;False;Pass;0
Pass;248;D26_2/F5mA;1;10119638#G9638AB40250043;0.860000;0.774000;0.946000;0.864501953125;V;Double Float;False;Pass;0
Pass;249;D26_3/F5mA;1;10119638#G9638AB40250043;0.760000;0.684000;0.836000;0.768310546875;V;Double Float;False;Pass;0
Pass;250;D26_4/F5mA;1;10119638#G9638AB40250043;0.870000;0.783000;0.957000;0.872314453125;V;Double Float;False;Pass;0
Pass;251;D26_5/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.694885253906;V;Double Float;False;Pass;0
Pass;252;D27_1/F5mA;1;10119638#G9638AB40250043;0.780000;0.702000;0.858000;0.788269042969;V;Double Float;False;Pass;0
Pass;253;D27_2/F5mA;1;10119638#G9638AB40250043;0.860000;0.774000;0.946000;0.864807128906;V;Double Float;False;Pass;0
Pass;254;D27_3/F5mA;1;10119638#G9638AB40250043;0.760000;0.684000;0.836000;0.76611328125;V;Double Float;False;Pass;0
Pass;255;D27_4/F5mA;1;10119638#G9638AB40250043;0.870000;0.783000;0.957000;0.873840332031;V;Double Float;False;Pass;0
Pass;256;D27_5/F5mA;1;10119638#G9638AB40250043;0.680000;0.612000;0.748000;0.692687988281;V;Double Float;False;Pass;0
Pass;257;D28_2/F5mA;1;10119638#G9638AB40250043;0.630000;0.567000;0.693000;0.628356933594;V;Double Float;False;Pass;0
Pass;258;D29/F5mA;1;10119638#G9638AB40250043;1.920000;1.536000;2.304000;1.91333007813;V;Double Float;False;Pass;0
Pass;259;D30/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.91271972656;V;Double Float;False;Pass;0
Pass;260;D31_1/F5mA;1;10119638#G9638AB40250043;0.780000;0.702000;0.858000;0.786071777344;V;Double Float;False;Pass;0
Pass;261;D31_2/F5mA;1;10119638#G9638AB40250043;0.860000;0.774000;0.946000;0.86328125;V;Double Float;False;Pass;0
Pass;262;D31_3/F5mA;1;10119638#G9638AB40250043;0.780000;0.702000;0.858000;0.786071777344;V;Double Float;False;Pass;0
Pass;263;D31_4/F5mA;1;10119638#G9638AB40250043;0.860000;0.774000;0.946000;0.863891601562;V;Double Float;False;Pass;0
Pass;264;D33/F5mA;1;10119638#G9638AB40250043;1.910000;1.719000;2.101000;1.86462402344;V;Double Float;False;Pass;0
Pass;265;D34/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.90832519531;V;Double Float;False;Pass;0
Pass;266;D35/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.91796875;V;Double Float;False;Pass;0
Pass;267;D37/F5mA;1;10119638#G9638AB40250043;0.260000;0.052000;0.312000;0.230621337891;V;Double Float;False;Pass;0
Pass;268;D38/F5mA;1;10119638#G9638AB40250043;1.920000;1.728000;2.112000;1.91796875;V;Double Float;False;Pass;0
Pass;269;D44_2/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.696166992187;V;Double Float;False;Pass;0
Pass;270;D48_1/F5mA;1;10119638#G9638AB40250043;0.250000;0.200000;0.300000;0.257598876953;V;Double Float;False;Pass;0
Pass;271;D53/F5mA;1;10119638#G9638AB40250043;2.800000;2.240000;3.360000;2.79443359375;V;Double Float;False;Pass;0
Pass;272;D400_1/F5mA;1;10119638#G9638AB40250043;0.350000;0.280000;0.420000;0.3505859375;V;Double Float;False;Pass;0
Pass;273;D800_1/F5mA;1;10119638#G9638AB40250043;0.570000;0.513000;0.627000;0.595886230469;V;Double Float;False;Pass;0
Pass;274;D800_2/F5mA;1;10119638#G9638AB40250043;0.860000;0.774000;0.946000;0.866027832031;V;Double Float;False;Pass;0
Pass;275;D800_6/F5mA;1;10119638#G9638AB40250043;0.580000;0.522000;0.638000;0.60400390625;V;Double Float;False;Pass;0
Pass;276;D800_7/F5mA;1;10119638#G9638AB40250043;0.870000;0.783000;0.957000;0.872619628906;V;Double Float;False;Pass;0
Pass;277;D900_2/F5mA;1;10119638#G9638AB40250043;0.690000;0.621000;0.759000;0.681762695312;V;Double Float;False;Pass;0
Pass;278;D1500_1/F5mA;1;10119638#G9638AB40250043;0.525000;0.472500;0.577500;0.545593261719;V;Double Float;False;Pass;0
Pass;279;D1500_3/F5mA;1;10119638#G9638AB40250043;0.525000;0.472500;0.577500;0.534057617187;V;Double Float;False;Pass;0
Pass;280;D1500_6/F5mA;1;10119638#G9638AB40250043;0.525000;0.472500;0.577500;0.55810546875;V;Double Float;False;Pass;0
Pass;281;D1500_8/F5mA;1;10119638#G9638AB40250043;0.525000;0.472500;0.577500;0.547485351562;V;Double Float;False;Pass;0
Pass;282;D1501_1/F5mA;1;10119638#G9638AB40250043;0.520000;0.468000;0.572000;0.542785644531;V;Double Float;False;Pass;0
Pass;283;D1501_3/F5mA;1;10119638#G9638AB40250043;0.520000;0.468000;0.572000;0.535583496094;V;Double Float;False;Pass;0
Pass;284;D1501_6/F5mA;1;10119638#G9638AB40250043;0.520000;0.468000;0.572000;0.536560058594;V;Double Float;False;Pass;0
Pass;285;D1501_8/F5mA;1;10119638#G9638AB40250043;0.520000;0.468000;0.572000;0.532165527344;V;Double Float;False;Pass;0
Pass;286;U6_1/F5mA;1;10119638#G9638AB40250043;1.550000;1.395000;1.705000;1.53967285156;V;Double Float;False;Pass;0
Pass;287;U6_2/F5mA;1;10119638#G9638AB40250043;0.725000;0.652500;0.797500;0.768310546875;V;Double Float;False;Pass;0
Pass;288;U6_3/F5mA;1;10119638#G9638AB40250043;0.800000;0.720000;0.880000;0.80517578125;V;Double Float;False;Pass;0
Pass;289;U8_1/F5mA;1;10119638#G9638AB40250043;1.550000;1.395000;1.705000;1.54223632813;V;Double Float;False;Pass;0
Pass;290;U8_2/F5mA;1;10119638#G9638AB40250043;0.730000;0.584000;0.876000;0.747375488281;V;Double Float;False;Pass;0
Pass;291;U8_3/F5mA;1;10119638#G9638AB40250043;0.800000;0.720000;0.880000;0.80419921875;V;Double Float;False;Pass;0
Pass;292;U22_1/F5mA;1;10119638#G9638AB40250043;0.835000;0.751500;0.918500;0.836669921875;V;Double Float;False;Pass;0
Pass;293;U22_2/F5mA;1;10119638#G9638AB40250043;0.835000;0.751500;0.918500;0.837341308594;V;Double Float;False;Pass;0
Pass;294;U24_1/F5mA;1;10119638#G9638AB40250043;1.550000;1.395000;1.705000;1.54296875;V;Double Float;False;Pass;0
Pass;295;U24_2/F5mA;1;10119638#G9638AB40250043;0.730000;0.584000;0.876000;0.748291015625;V;Double Float;False;Pass;0
Pass;296;U24_3/F5mA;1;10119638#G9638AB40250043;0.800000;0.720000;0.880000;0.80517578125;V;Double Float;False;Pass;0
Pass;297;U26_1/F5mA;1;10119638#G9638AB40250043;0.830000;0.747000;0.913000;0.832946777344;V;Double Float;False;Pass;0
Pass;298;U26_2/F5mA;1;10119638#G9638AB40250043;0.830000;0.747000;0.913000;0.832336425781;V;Double Float;False;Pass;0
Pass;299;U31_1/F5mA;1;10119638#G9638AB40250043;0.550000;0.440000;0.660000;0.559692382812;V;Double Float;False;Pass;0
Pass;300;U31_2/F5mA;1;10119638#G9638AB40250043;0.550000;0.440000;0.660000;0.558715820312;V;Double Float;False;Pass;0
Pass;301;U33_1/F5mA;1;10119638#G9638AB40250043;0.550000;0.440000;0.660000;0.557800292969;V;Double Float;False;Pass;0
Pass;302;U33_2/F5mA;1;10119638#G9638AB40250043;0.550000;0.440000;0.660000;0.557189941406;V;Double Float;False;Pass;0
Pass;303;D1_1/F5mA;1;10119638#G9638AB40250043;0.795000;0.715500;0.874500;0.795471191406;V;Double Float;False;Pass;0
Pass;304;D1_1/R;1;10119638#G9638AB40250043;4.700000;4.465000;4.935000;4.7216796875;V;Double Float;False;Pass;0
Pass;305;D17_1/F5mA;1;10119638#G9638AB40250043;0.795000;0.715500;0.874500;0.795166015625;V;Double Float;False;Pass;0
Pass;306;D17_1/R;1;10119638#G9638AB40250043;4.700000;4.465000;4.935000;4.7138671875;V;Double Float;False;Pass;0
Pass;307;D43_1/F5mA;1;10119638#G9638AB40250043;0.795000;0.715500;0.874500;0.796081542969;V;Double Float;False;Pass;0
Pass;308;D43_1/R;1;10119638#G9638AB40250043;4.700000;4.465000;4.935000;4.74267578125;V;Double Float;False;Pass;0
Pass;309;Q6/ON;1;10119638#G9638AB40250043;-0.250000;-0.250000;0.250000;-0.0500335693359;V;Double Float;False;Pass;0
Pass;310;Q6/OFF;1;10119638#G9638AB40250043;-1.000000;-1.200000;-0.800000;-0.999084472656;V;Double Float;False;Pass;0
Pass;311;Q7/ON;1;10119638#G9638AB40250043;-0.250000;-0.250000;0.250000;-0.0509033203125;V;Double Float;False;Pass;0
Pass;312;Q7/OFF;1;10119638#G9638AB40250043;-1.000000;-1.200000;-0.800000;-0.999084472656;V;Double Float;False;Pass;0
Pass;313;Q12/ON;1;10119638#G9638AB40250043;-0.250000;-0.250000;0.250000;-0.050594329834;V;Double Float;False;Pass;0
Pass;314;Q12/OFF;1;10119638#G9638AB40250043;-1.000000;-1.200000;-0.800000;-0.999084472656;V;Double Float;False;Pass;0
Pass;315;Q1/ON;1;10119638#G9638AB40250043;0.450000;-0.450000;0.450000;0.242858886719;V;Double Float;False;Pass;0
Pass;316;Q1/OFF;1;10119638#G9638AB40250043;5.000000;4.000000;6.000000;4.99536132813;V;Double Float;False;Pass;0
Pass;317;Q2/ON;1;10119638#G9638AB40250043;0.400000;-0.400000;0.400000;0.225616455078;V;Double Float;False;Pass;0
Pass;318;Q2/OFF;1;10119638#G9638AB40250043;3.000000;2.400000;3.600000;2.57690429688;V;Double Float;False;Pass;0
Pass;319;Q4/ON;1;10119638#G9638AB40250043;0.400000;-0.400000;0.400000;0.182388305664;V;Double Float;False;Pass;0
Pass;320;Q4/OFF;1;10119638#G9638AB40250043;3.000000;2.400000;3.600000;2.625;V;Double Float;False;Pass;0
Pass;321;R0801;1;10119638#G9638AB40250043;475.000000;456.000000;494.000000;473.484375;Ohm;Double Float;False;Pass;0
Pass;322;R0802;1;10119638#G9638AB40250043;475.000000;456.000000;494.000000;474.0625;Ohm;Double Float;False;Pass;0
Pass;323;R0807;1;10119638#G9638AB40250043;47500.000000;45600.000000;49400.000000;47647.0022631;Ohm;Double Float;False;Pass;0
Pass;324;R0808;1;10119638#G9638AB40250043;1000.000000;940.000000;1060.000000;998.218797413;Ohm;Double Float;False;Pass;0
Pass;325;R0813;1;10119638#G9638AB40250043;1000.000000;960.000000;1040.000000;997.593797383;Ohm;Double Float;False;Pass;0
Pass;326;R1;1;10119638#G9638AB40250043;4700.000000;4512.000000;4888.000000;4711.25022377;Ohm;Double Float;False;Pass;0
Pass;327;R2;1;10119638#G9638AB40250043;4700.000000;4512.000000;4888.000000;4667.50022169;Ohm;Double Float;False;Pass;0
Pass;328;R4;1;10119638#G9638AB40250043;22.000000;21.120000;24.200000;22.7607421875;Ohm;Double Float;False;Pass;0
Pass;329;R5;1;10119638#G9638AB40250043;1780.000000;1708.800000;1851.200000;1774.31258428;Ohm;Double Float;False;Pass;0
Pass;330;R8;1;10119638#G9638AB40250043;10000.000000;9200.000000;10800.000000;10007.5004753;Ohm;Double Float;False;Pass;0
Pass;331;R9;1;10119638#G9638AB40250043;47500.000000;45600.000000;49400.000000;47395.0022511;Ohm;Double Float;False;Pass;0
Pass;332;R10;1;10119638#G9638AB40250043;47500.000000;43700.000000;51300.000000;47345.0022488;Ohm;Double Float;False;Pass;0
Pass;333;R11;1;10119638#G9638AB40250043;1000.000000;920.000000;1080.000000;997.906297398;Ohm;Double Float;False;Pass;0
Pass;334;R12;1;10119638#G9638AB40250043;22.000000;21.120000;24.200000;22.8466796875;Ohm;Double Float;False;Pass;0
Pass;335;R13;1;10119638#G9638AB40250043;1000.000000;960.000000;1040.000000;998.437547423;Ohm;Double Float;False;Pass;0
Pass;336;R15;1;10119638#G9638AB40250043;10000.000000;9600.000000;10400.000000;9985.50047429;Ohm;Double Float;False;Pass;0
Pass;337;R16;1;10119638#G9638AB40250043;1000.000000;900.000000;1100.000000;974.187546271;Ohm;Double Float;False;Pass;0
Pass;338;R17;1;10119638#G9638AB40250043;1000.000000;900.000000;1100.000000;959.437545571;Ohm;Double Float;False;Pass;0
Pass;339;R18;1;10119638#G9638AB40250043;1000.000000;960.000000;1040.000000;997.906297398;Ohm;Double Float;False;Pass;0
Pass;340;R19;1;10119638#G9638AB40250043;22.000000;21.120000;24.200000;23.037109375;Ohm;Double Float;False;Pass;0
Pass;341;R20;1;10119638#G9638AB40250043;1000.000000;960.000000;1040.000000;995.312547275;Ohm;Double Float;False;Pass;0
Pass;342;R23;1;10119638#G9638AB40250043;1000.000000;900.000000;1100.000000;1013.75004815;Ohm;Double Float;False;Pass;0
Pass;343;R24;1;10119638#G9638AB40250043;348000.000000;313200.000000;382800.000000;340479.016172;Ohm;Double Float;False;Pass;0
Pass;344;R29;1;10119638#G9638AB40250043;825.000000;792.000000;858.000000;824.3125;Ohm;Double Float;False;Pass;0
Pass;345;R30;1;10119638#G9638AB40250043;22.000000;21.120000;24.200000;23.169921875;Ohm;Double Float;False;Pass;0
Pass;346;R31;1;10119638#G9638AB40250043;10000.000000;9600.000000;10400.000000;9983.00047417;Ohm;Double Float;False;Pass;0
Pass;347;R32;1;10119638#G9638AB40250043;0.800000;0.000000;2.000000;0.727111816406;Ohm;Double Float;False;Pass;0
Pass;348;R34;1;10119638#G9638AB40250043;10000.000000;4000.000000;16000.000000;9850.50046787;Ohm;Double Float;False;Pass;0
Pass;349;R35;1;10119638#G9638AB40250043;825.000000;792.000000;858.000000;824.625;Ohm;Double Float;False;Pass;0
Pass;350;R36;1;10119638#G9638AB40250043;22.000000;21.120000;24.200000;23.1494140625;Ohm;Double Float;False;Pass;0
Pass;351;R37;1;10119638#G9638AB40250043;10000.000000;9600.000000;10400.000000;10002.5004751;Ohm;Double Float;False;Pass;0
Pass;352;R38;1;10119638#G9638AB40250043;2300.000000;920.000000;3680.000000;2795.00013276;Ohm;Double Float;False;Pass;0
